# binary black hole Inspiral Simulation
# m1_solar=36.0
# m2_solar=29.0
# r_horizon_1_m=106320.21775440763
# r_horizon_2_m=85646.84207993947
# distance_mpc=410.0
# pn_order=2.5
# eccentricity=0.5
t_sec,bh1_x_m,bh1_y_m,bh1_z_m,bh2_x_m,bh2_y_m,bh2_z_m,separation_m,velocity_m_s,f_gw_hz,phase_rad,h_plus,h_cross
7.3230120593e-01,-9.2730496592e+05,-1.1777492062e+06,0.0000000000e+00,1.1511371991e+06,1.4620334973e+06,-0.0000000000e+00,3.3598176371e+06,4.3703538878e+07,4.8006012149e+00,1.6611777640e+01,-5.0262904392e-23,2.0824695359e-22
7.3248520121e-01,-9.2391802088e+05,-1.1789379591e+06,0.0000000000e+00,1.1469327156e+06,1.4635091906e+06,-0.0000000000e+00,3.3572235123e+06,4.3749182688e+07,4.8061664226e+00,1.6614045230e+01,-5.1246389144e-23,2.0817759598e-22
7.3266919649e-01,-9.2052363141e+05,-1.1801167818e+06,0.0000000000e+00,1.1427189907e+06,1.4649725567e+06,-0.0000000000e+00,3.3546188645e+06,4.3795028149e+07,4.8117650320e+00,1.6616316157e+01,-5.2231892643e-23,2.0810415028e-22
7.3285319176e-01,-9.1712180991e+05,-1.1812856416e+06,0.0000000000e+00,1.1384960399e+06,1.4664235551e+06,-0.0000000000e+00,3.3520036895e+06,4.3841075619e+07,4.8173972133e+00,1.6618590441e+01,-5.3219413414e-23,2.0802659022e-22
7.3303718704e-01,-9.1371256885e+05,-1.1824445058e+06,0.0000000000e+00,1.1342638786e+06,1.4678621451e+06,-0.0000000000e+00,3.3493779830e+06,4.3887325461e+07,4.8230631385e+00,1.6620868103e+01,-5.4208949871e-23,2.0794488928e-22
7.3322118232e-01,-9.1029592080e+05,-1.1835933414e+06,0.0000000000e+00,1.1300225224e+06,1.4692882859e+06,-0.0000000000e+00,3.3467417406e+06,4.3933778040e+07,4.8287629809e+00,1.6623149165e+01,-5.5200500319e-23,2.0785902075e-22
7.3340517760e-01,-9.0687187839e+05,-1.1847321156e+06,0.0000000000e+00,1.1257719870e+06,1.4707019366e+06,-0.0000000000e+00,3.3440949581e+06,4.3980433725e+07,4.8344969152e+00,1.6625433648e+01,-5.6194062942e-23,2.0776895765e-22
7.3358917287e-01,-9.0344045435e+05,-1.1858607951e+06,0.0000000000e+00,1.1215122882e+06,1.4721030560e+06,-0.0000000000e+00,3.3414376312e+06,4.4027292886e+07,4.8402651177e+00,1.6627721574e+01,-5.7189635812e-23,2.0767467280e-22
7.3377316815e-01,-9.0000166147e+05,-1.1869793467e+06,0.0000000000e+00,1.1172434418e+06,1.4734916029e+06,-0.0000000000e+00,3.3387697555e+06,4.4074355898e+07,4.8460677662e+00,1.6630012963e+01,-5.8187216879e-23,2.0757613876e-22
7.3395716343e-01,-8.9655551263e+05,-1.1880877372e+06,0.0000000000e+00,1.1129654640e+06,1.4748675358e+06,-0.0000000000e+00,3.3360913268e+06,4.4121623139e+07,4.8519050397e+00,1.6632307838e+01,-5.9186803972e-23,2.0747332788e-22
7.3414115871e-01,-8.9310202082e+05,-1.1891859328e+06,0.0000000000e+00,1.1086783707e+06,1.4762308132e+06,-0.0000000000e+00,3.3334023408e+06,4.4169094990e+07,4.8577771192e+00,1.6634606220e+01,-6.0188394794e-23,2.0736621226e-22
7.3432515399e-01,-8.8964119906e+05,-1.1902739002e+06,0.0000000000e+00,1.1043821781e+06,1.4775813933e+06,-0.0000000000e+00,3.3307027931e+06,4.4216771835e+07,4.8636841869e+00,1.6636908131e+01,-6.1191986924e-23,2.0725476375e-22
7.3450914926e-01,-8.8617306052e+05,-1.1913516055e+06,0.0000000000e+00,1.1000769027e+06,1.4789192344e+06,-0.0000000000e+00,3.3279926794e+06,4.4264654061e+07,4.8696264266e+00,1.6639213593e+01,-6.2197577810e-23,2.0713895398e-22
7.3469314454e-01,-8.8269761840e+05,-1.1924190148e+06,0.0000000000e+00,1.0957625608e+06,1.4802442942e+06,-0.0000000000e+00,3.3252719955e+06,4.4312742058e+07,4.8756040237e+00,1.6641522629e+01,-6.3205164770e-23,2.0701875433e-22
7.3487713982e-01,-8.7921488603e+05,-1.1934760942e+06,0.0000000000e+00,1.0914391689e+06,1.4815565307e+06,-0.0000000000e+00,3.3225407369e+06,4.4361036220e+07,4.8816171651e+00,1.6643835260e+01,-6.4214744986e-23,2.0689413592e-22
7.3506113510e-01,-8.7572487680e+05,-1.1945228095e+06,0.0000000000e+00,1.0871067436e+06,1.4828559015e+06,-0.0000000000e+00,3.3197988994e+06,4.4409536944e+07,4.8876660395e+00,1.6646151509e+01,-6.5226315505e-23,2.0676506964e-22
7.3524513038e-01,-8.7222760421e+05,-1.1955591266e+06,0.0000000000e+00,1.0827653018e+06,1.4841423640e+06,-0.0000000000e+00,3.3170464786e+06,4.4458244630e+07,4.8937508369e+00,1.6648471398e+01,-6.6239873234e-23,2.0663152613e-22
7.3542912565e-01,-8.6872308183e+05,-1.1965850110e+06,0.0000000000e+00,1.0784148602e+06,1.4854158757e+06,-0.0000000000e+00,3.3142834703e+06,4.4507159682e+07,4.8998717491e+00,1.6650794951e+01,-6.7255414940e-23,2.0649347578e-22
7.3561312093e-01,-8.6521132335e+05,-1.1976004282e+06,0.0000000000e+00,1.0740554359e+06,1.4866763936e+06,-0.0000000000e+00,3.3115098700e+06,4.4556282507e+07,4.9060289696e+00,1.6653122190e+01,-6.8272937244e-23,2.0635088872e-22
7.3579711621e-01,-8.6169234251e+05,-1.1986053435e+06,0.0000000000e+00,1.0696870459e+06,1.4879238747e+06,-0.0000000000e+00,3.3087256735e+06,4.4605613515e+07,4.9122226933e+00,1.6655453137e+01,-6.9292436619e-23,2.0620373483e-22
7.3598111149e-01,-8.5816615319e+05,-1.1995997223e+06,0.0000000000e+00,1.0653097074e+06,1.4891582760e+06,-0.0000000000e+00,3.3059308764e+06,4.4655153119e+07,4.9184531170e+00,1.6657787817e+01,-7.0313909391e-23,2.0605198373e-22
7.3616510676e-01,-8.5463276934e+05,-1.2005835296e+06,0.0000000000e+00,1.0609234378e+06,1.4903795540e+06,-0.0000000000e+00,3.3031254744e+06,4.4704901736e+07,4.9247204390e+00,1.6660126252e+01,-7.1337351730e-23,2.0589560479e-22
7.3634910204e-01,-8.5109220501e+05,-1.2015567304e+06,0.0000000000e+00,1.0565282545e+06,1.4915876653e+06,-0.0000000000e+00,3.3003094633e+06,4.4754859787e+07,4.9310248595e+00,1.6662468465e+01,-7.2362759653e-23,2.0573456713e-22
7.3653309732e-01,-8.4754447434e+05,-1.2025192894e+06,0.0000000000e+00,1.0521241750e+06,1.4927825662e+06,-0.0000000000e+00,3.2974828385e+06,4.4805027696e+07,4.9373665802e+00,1.6664814480e+01,-7.3390129018e-23,2.0556883957e-22
7.3671709260e-01,-8.4398959158e+05,-1.2034711715e+06,0.0000000000e+00,1.0477112171e+06,1.4939642129e+06,-0.0000000000e+00,3.2946455959e+06,4.4855405889e+07,4.9437458046e+00,1.6667164321e+01,-7.4419455520e-23,2.0539839070e-22
7.3690108788e-01,-8.4042757108e+05,-1.2044123411e+06,0.0000000000e+00,1.0432893986e+06,1.4951325614e+06,-0.0000000000e+00,3.2917977311e+06,4.4905994798e+07,4.9501627380e+00,1.6669518011e+01,-7.5450734693e-23,2.0522318884e-22
7.3708508315e-01,-8.3685842726e+05,-1.2053427627e+06,0.0000000000e+00,1.0388587373e+06,1.4962875675e+06,-0.0000000000e+00,3.2889392397e+06,4.4956794857e+07,4.9566175873e+00,1.6671875574e+01,-7.6483961900e-23,2.0504320202e-22
7.3726907843e-01,-8.3328217469e+05,-1.2062624005e+06,0.0000000000e+00,1.0344192513e+06,1.4974291869e+06,-0.0000000000e+00,3.2860701174e+06,4.5007806504e+07,4.9631105615e+00,1.6674237034e+01,-7.7519132337e-23,2.0485839803e-22
7.3745307371e-01,-8.2969882800e+05,-1.2071712188e+06,0.0000000000e+00,1.0299709589e+06,1.4985573751e+06,-0.0000000000e+00,3.2831903600e+06,4.5059030179e+07,4.9696418709e+00,1.6676602416e+01,-7.8556241024e-23,2.0466874437e-22
7.3763706899e-01,-8.2610840195e+05,-1.2080691815e+06,0.0000000000e+00,1.0255138783e+06,1.4996720874e+06,-0.0000000000e+00,3.2802999631e+06,4.5110466329e+07,4.9762117280e+00,1.6678971744e+01,-7.9595282805e-23,2.0447420827e-22
7.3782106427e-01,-8.2251091139e+05,-1.2089562525e+06,0.0000000000e+00,1.0210480279e+06,1.5007732789e+06,-0.0000000000e+00,3.2773989223e+06,4.5162115401e+07,4.9828203471e+00,1.6681345042e+01,-8.0636252345e-23,2.0427475667e-22
7.3800505954e-01,-8.1890637129e+05,-1.2098323954e+06,0.0000000000e+00,1.0165734264e+06,1.5018609047e+06,-0.0000000000e+00,3.2744872334e+06,4.5213977847e+07,4.9894679439e+00,1.6683722336e+01,-8.1679144121e-23,2.0407035626e-22
7.3818905482e-01,-8.1529479675e+05,-1.2106975740e+06,0.0000000000e+00,1.0120900925e+06,1.5029349195e+06,-0.0000000000e+00,3.2715648921e+06,4.5266054125e+07,4.9961547365e+00,1.6686103648e+01,-8.2723952423e-23,2.0386097342e-22
7.3837305010e-01,-8.1167620295e+05,-1.2115517517e+06,0.0000000000e+00,1.0075980450e+06,1.5039952779e+06,-0.0000000000e+00,3.2686318941e+06,4.5318344693e+07,5.0028809444e+00,1.6688489006e+01,-8.3770671354e-23,2.0364657427e-22
7.3855704538e-01,-8.0805060517e+05,-1.2123948917e+06,0.0000000000e+00,1.0030973030e+06,1.5050419345e+06,-0.0000000000e+00,3.2656882352e+06,4.5370850015e+07,5.0096467894e+00,1.6690878433e+01,-8.4819294824e-23,2.0342712464e-22
7.3874104065e-01,-8.0441801883e+05,-1.2132269572e+06,0.0000000000e+00,9.9858788544e+05,1.5060748434e+06,-0.0000000000e+00,3.2627339109e+06,4.5423570557e+07,5.0164524949e+00,1.6693271955e+01,-8.5869816545e-23,2.0320259006e-22
7.3892503593e-01,-8.0077845944e+05,-1.2140479112e+06,0.0000000000e+00,9.9406981172e+05,1.5070939587e+06,-0.0000000000e+00,3.2597689171e+06,4.5476506790e+07,5.0232982864e+00,1.6695669598e+01,-8.6922230028e-23,2.0297293578e-22
7.3910903121e-01,-7.9713194263e+05,-1.2148577166e+06,0.0000000000e+00,9.8954310119e+05,1.5080992344e+06,-0.0000000000e+00,3.2567932494e+06,4.5529659189e+07,5.0301843914e+00,1.6698071386e+01,-8.7976528580e-23,2.0273812677e-22
7.3929302649e-01,-7.9347848414e+05,-1.2156563362e+06,0.0000000000e+00,9.8500777342e+05,1.5090906242e+06,-0.0000000000e+00,3.2538069037e+06,4.5583028232e+07,5.0371110391e+00,1.6700477346e+01,-8.9032705302e-23,2.0249812770e-22
7.3947702177e-01,-7.8981809985e+05,-1.2164437324e+06,0.0000000000e+00,9.8046384808e+05,1.5100680816e+06,-0.0000000000e+00,3.2508098755e+06,4.5636614400e+07,5.0440784609e+00,1.6702887504e+01,-9.0090753079e-23,2.0225290293e-22
7.3966101704e-01,-7.8615080572e+05,-1.2172198677e+06,0.0000000000e+00,9.7591134503e+05,1.5110315599e+06,-0.0000000000e+00,3.2478021608e+06,4.5690418181e+07,5.0510868902e+00,1.6705301885e+01,-9.1150664586e-23,2.0200241654e-22
7.3984501232e-01,-7.8247661786e+05,-1.2179847044e+06,0.0000000000e+00,9.7135028424e+05,1.5119810124e+06,-0.0000000000e+00,3.2447837551e+06,4.5744440062e+07,5.0581365623e+00,1.6707720516e+01,-9.2212432274e-23,2.0174663230e-22
7.4002900760e-01,-7.7879555250e+05,-1.2187382046e+06,0.0000000000e+00,9.6678068586e+05,1.5129163919e+06,-0.0000000000e+00,3.2417546543e+06,4.5798680540e+07,5.0652277146e+00,1.6710143423e+01,-9.3276048373e-23,2.0148551369e-22
7.4021300288e-01,-7.7510762596e+05,-1.2194803303e+06,0.0000000000e+00,9.6220257016e+05,1.5138376514e+06,-0.0000000000e+00,3.2387148542e+06,4.5853140109e+07,5.0723605866e+00,1.6712570632e+01,-9.4341504885e-23,2.0121902388e-22
7.4039699816e-01,-7.7141285473e+05,-1.2202110433e+06,0.0000000000e+00,9.5761595759e+05,1.5147447434e+06,-0.0000000000e+00,3.2356643505e+06,4.5907819274e+07,5.0795354197e+00,1.6715002171e+01,-9.5408793582e-23,2.0094712574e-22
7.4058099343e-01,-7.6771125538e+05,-1.2209303052e+06,0.0000000000e+00,9.5302086874e+05,1.5156376203e+06,-0.0000000000e+00,3.2326031389e+06,4.5962718537e+07,5.0867524577e+00,1.6717438066e+01,-9.6477905999e-23,2.0066978181e-22
7.4076498871e-01,-7.6400284463e+05,-1.2216380776e+06,0.0000000000e+00,9.4841732437e+05,1.5165162343e+06,-0.0000000000e+00,3.2295312154e+06,4.6017838411e+07,5.0940119462e+00,1.6719878345e+01,-9.7548833432e-23,2.0038695434e-22
7.4094898399e-01,-7.6028763933e+05,-1.2223343219e+06,0.0000000000e+00,9.4380534537e+05,1.5173805375e+06,-0.0000000000e+00,3.2264485757e+06,4.6073179406e+07,5.1013141331e+00,1.6722323034e+01,-9.8621566933e-23,2.0009860527e-22
7.4113297927e-01,-7.5656565645e+05,-1.2230189992e+06,0.0000000000e+00,9.3918495283e+05,1.5182304818e+06,-0.0000000000e+00,3.2233552156e+06,4.6128742042e+07,5.1086592685e+00,1.6724772161e+01,-9.9696097308e-23,1.9980469621e-22
7.4131697455e-01,-7.5283691308e+05,-1.2236920706e+06,0.0000000000e+00,9.3455616797e+05,1.5190660187e+06,-0.0000000000e+00,3.2202511309e+06,4.6184526840e+07,5.1160476045e+00,1.6727225753e+01,-1.0077241511e-22,1.9950518847e-22
7.4150096982e-01,-7.4910142648e+05,-1.2243534970e+06,0.0000000000e+00,9.2991901218e+05,1.5198870997e+06,-0.0000000000e+00,3.2171363175e+06,4.6240534325e+07,5.1234793957e+00,1.6729683838e+01,-1.0185051062e-22,1.9920004302e-22
7.4168496510e-01,-7.4535921399e+05,-1.2250032390e+06,0.0000000000e+00,9.2527350702e+05,1.5206936760e+06,-0.0000000000e+00,3.2140107713e+06,4.6296765026e+07,5.1309548985e+00,1.6732146444e+01,-1.0293037390e-22,1.9888922052e-22
7.4186896038e-01,-7.4161029313e+05,-1.2256412574e+06,0.0000000000e+00,9.2061967423e+05,1.5214856988e+06,-0.0000000000e+00,3.2108744880e+06,4.6353219479e+07,5.1384743720e+00,1.6734613600e+01,-1.0401199469e-22,1.9857268131e-22
7.4205295566e-01,-7.3785468153e+05,-1.2262675124e+06,0.0000000000e+00,9.1595753569e+05,1.5222631188e+06,-0.0000000000e+00,3.2077274636e+06,4.6409898221e+07,5.1460380771e+00,1.6737085333e+01,-1.0509536249e-22,1.9825038540e-22
7.4223695093e-01,-7.3409239697e+05,-1.2268819644e+06,0.0000000000e+00,9.1128711348e+05,1.5230258868e+06,-0.0000000000e+00,3.2045696939e+06,4.6466801794e+07,5.1536462775e+00,1.6739561671e+01,-1.0618046654e-22,1.9792229247e-22
7.4242094621e-01,-7.3032345736e+05,-1.2274845733e+06,0.0000000000e+00,9.0660842983e+05,1.5237739531e+06,-0.0000000000e+00,3.2014011749e+06,4.6523930745e+07,5.1612992387e+00,1.6742042644e+01,-1.0726729576e-22,1.9758836188e-22
7.4260494149e-01,-7.2654788076e+05,-1.2280752993e+06,0.0000000000e+00,9.0192150715e+05,1.5245072681e+06,-0.0000000000e+00,3.1982219025e+06,4.6581285624e+07,5.1689972288e+00,1.6744528281e+01,-1.0835583881e-22,1.9724855263e-22
7.4278893677e-01,-7.2276568538e+05,-1.2286541019e+06,0.0000000000e+00,8.9722636805e+05,1.5252257817e+06,-0.0000000000e+00,3.1950318725e+06,4.6638866987e+07,5.1767405184e+00,1.6747018610e+01,-1.0944608407e-22,1.9690282341e-22
7.4297293205e-01,-7.1897688954e+05,-1.2292209408e+06,0.0000000000e+00,8.9252303529e+05,1.5259294438e+06,-0.0000000000e+00,3.1918310810e+06,4.6696675392e+07,5.1845293800e+00,1.6749513660e+01,-1.1053801959e-22,1.9655113258e-22
7.4315692732e-01,-7.1518151175e+05,-1.2297757755e+06,0.0000000000e+00,8.8781153182e+05,1.5266182040e+06,-0.0000000000e+00,3.1886195238e+06,4.6754711403e+07,5.1923640891e+00,1.6752013462e+01,-1.1163163315e-22,1.9619343812e-22
7.4334092260e-01,-7.1137957063e+05,-1.2303185651e+06,0.0000000000e+00,8.8309188079e+05,1.5272920118e+06,-0.0000000000e+00,3.1853971971e+06,4.6812975589e+07,5.2002449231e+00,1.6754518044e+01,-1.1272691221e-22,1.9582969772e-22
7.4352491788e-01,-7.0757108498e+05,-1.2308492688e+06,0.0000000000e+00,8.7836410550e+05,1.5279508164e+06,-0.0000000000e+00,3.1821640967e+06,4.6871468520e+07,5.2081721621e+00,1.6757027436e+01,-1.1382384393e-22,1.9545986868e-22
7.4370891316e-01,-7.0375607373e+05,-1.2313678454e+06,0.0000000000e+00,8.7362822946e+05,1.5285945668e+06,-0.0000000000e+00,3.1789202187e+06,4.6930190775e+07,5.2161460888e+00,1.6759541669e+01,-1.1492241513e-22,1.9508390798e-22
7.4389290844e-01,-6.9993455597e+05,-1.2318742539e+06,0.0000000000e+00,8.6888427638e+05,1.5292232117e+06,-0.0000000000e+00,3.1756655591e+06,4.6989142935e+07,5.2241669880e+00,1.6762060772e+01,-1.1602261234e-22,1.9470177225e-22
7.4407690371e-01,-6.9610655094e+05,-1.2323684526e+06,0.0000000000e+00,8.6413227014e+05,1.5298366998e+06,-0.0000000000e+00,3.1724001140e+06,4.7048325584e+07,5.2322351473e+00,1.6764584777e+01,-1.1712442175e-22,1.9431341776e-22
7.4426089899e-01,-6.9227207805e+05,-1.2328504001e+06,0.0000000000e+00,8.5937223482e+05,1.5304349795e+06,-0.0000000000e+00,3.1691238794e+06,4.7107739313e+07,5.2403508569e+00,1.6767113712e+01,-1.1822782920e-22,1.9391880043e-22
7.4444489427e-01,-6.8843115684e+05,-1.2333200546e+06,0.0000000000e+00,8.5460419470e+05,1.5310179988e+06,-0.0000000000e+00,3.1658368514e+06,4.7167384717e+07,5.2485144095e+00,1.6769647610e+01,-1.1933282022e-22,1.9351787582e-22
7.4462888955e-01,-6.8458380704e+05,-1.2337773741e+06,0.0000000000e+00,8.4982817426e+05,1.5315857058e+06,-0.0000000000e+00,3.1625390261e+06,4.7227262395e+07,5.2567261001e+00,1.6772186502e+01,-1.2043937996e-22,1.9311059915e-22
7.4481288482e-01,-6.8073004853e+05,-1.2342223165e+06,0.0000000000e+00,8.4504419817e+05,1.5321380481e+06,-0.0000000000e+00,3.1592303997e+06,4.7287372950e+07,5.2649862269e+00,1.6774730418e+01,-1.2154749326e-22,1.9269692525e-22
7.4499688010e-01,-6.7686990134e+05,-1.2346548396e+06,0.0000000000e+00,8.4025229131e+05,1.5326749732e+06,-0.0000000000e+00,3.1559109684e+06,4.7347716992e+07,5.2732950902e+00,1.6777279389e+01,-1.2265714457e-22,1.9227680861e-22
7.4518087538e-01,-6.7300338568e+05,-1.2350749008e+06,0.0000000000e+00,8.3545247877e+05,1.5331964285e+06,-0.0000000000e+00,3.1525807282e+06,4.7408295132e+07,5.2816529933e+00,1.6779833449e+01,-1.2376831800e-22,1.9185020335e-22
7.4536487066e-01,-6.6913052193e+05,-1.2354824575e+06,0.0000000000e+00,8.3064478584e+05,1.5337023610e+06,-0.0000000000e+00,3.1492396754e+06,4.7469107988e+07,5.2900602421e+00,1.6782392628e+01,-1.2488099728e-22,1.9141706322e-22
7.4554886594e-01,-6.6525133063e+05,-1.2358774669e+06,0.0000000000e+00,8.2582923802e+05,1.5341927176e+06,-0.0000000000e+00,3.1458878062e+06,4.7530156184e+07,5.2985171452e+00,1.6784956958e+01,-1.2599516575e-22,1.9097734161e-22
7.4573286121e-01,-6.6136583249e+05,-1.2362598860e+06,0.0000000000e+00,8.2100586102e+05,1.5346674447e+06,-0.0000000000e+00,3.1425251169e+06,4.7591440345e+07,5.3070240140e+00,1.6787526472e+01,-1.2711080641e-22,1.9053099153e-22
7.4591685649e-01,-6.5747404840e+05,-1.2366296717e+06,0.0000000000e+00,8.1617468077e+05,1.5351264890e+06,-0.0000000000e+00,3.1391516037e+06,4.7652961105e+07,5.3155811626e+00,1.6790101203e+01,-1.2822790182e-22,1.9007796561e-22
7.4610085177e-01,-6.5357599941e+05,-1.2369867804e+06,0.0000000000e+00,8.1133572341e+05,1.5355697964e+06,-0.0000000000e+00,3.1357672629e+06,4.7714719098e+07,5.3241889082e+00,1.6792681182e+01,-1.2934643419e-22,1.8961821611e-22
7.4628484705e-01,-6.4967170678e+05,-1.2373311688e+06,0.0000000000e+00,8.0648901531e+05,1.5359973129e+06,-0.0000000000e+00,3.1323720909e+06,4.7776714967e+07,5.3328475704e+00,1.6795266443e+01,-1.3046638529e-22,1.8915169492e-22
7.4646884233e-01,-6.4576119191e+05,-1.2376627929e+06,0.0000000000e+00,8.0163458306e+05,1.5364089843e+06,-0.0000000000e+00,3.1289660840e+06,4.7838949357e+07,5.3415574719e+00,1.6797857020e+01,-1.3158773652e-22,1.8867835355e-22
7.4665283760e-01,-6.4184447639e+05,-1.2379816091e+06,0.0000000000e+00,7.9677245345e+05,1.5368047561e+06,-0.0000000000e+00,3.1255492386e+06,4.7901422921e+07,5.3503189384e+00,1.6800452945e+01,-1.3271046883e-22,1.8819814310e-22
7.4683683288e-01,-6.3792158202e+05,-1.2382875730e+06,0.0000000000e+00,7.9190265354e+05,1.5371845734e+06,-0.0000000000e+00,3.1221215511e+06,4.7964136313e+07,5.3591322984e+00,1.6803054252e+01,-1.3383456276e-22,1.8771101432e-22
7.4702082816e-01,-6.3399253075e+05,-1.2385806404e+06,0.0000000000e+00,7.8702521059e+05,1.5375483812e+06,-0.0000000000e+00,3.1186830179e+06,4.8027090195e+07,5.3679978832e+00,1.6805660976e+01,-1.3495999843e-22,1.8721691755e-22
7.4720482344e-01,-6.3005734474e+05,-1.2388607669e+06,0.0000000000e+00,7.8214015209e+05,1.5378961245e+06,-0.0000000000e+00,3.1152336355e+06,4.8090285232e+07,5.3769160274e+00,1.6808273149e+01,-1.3608675551e-22,1.8671580275e-22
7.4738881871e-01,-6.2611604633e+05,-1.2391279078e+06,0.0000000000e+00,7.7724750578e+05,1.5382277476e+06,-0.0000000000e+00,3.1117734005e+06,4.8153722095e+07,5.3858870685e+00,1.6810890807e+01,-1.3721481323e-22,1.8620761948e-22
7.4757281399e-01,-6.2216865804e+05,-1.2393820182e+06,0.0000000000e+00,7.7234729964e+05,1.5385431950e+06,-0.0000000000e+00,3.1083023093e+06,4.8217401460e+07,5.3949113469e+00,1.6813513985e+01,-1.3834415036e-22,1.8569231692e-22
7.4775680927e-01,-6.1821520261e+05,-1.2396230530e+06,0.0000000000e+00,7.6743956186e+05,1.5388424106e+06,-0.0000000000e+00,3.1048203585e+06,4.8281324008e+07,5.4039892062e+00,1.6816142716e+01,-1.3947474523e-22,1.8516984385e-22
7.4794080455e-01,-6.1425570295e+05,-1.2398509670e+06,0.0000000000e+00,7.6252432090e+05,1.5391253383e+06,-0.0000000000e+00,3.1013275447e+06,4.8345490424e+07,5.4131209931e+00,1.6818777036e+01,-1.4060657568e-22,1.8464014864e-22
7.4812479983e-01,-6.1029018218e+05,-1.2400657147e+06,0.0000000000e+00,7.5760160546e+05,1.5393919217e+06,-0.0000000000e+00,3.0978238645e+06,4.8409901400e+07,5.4223070575e+00,1.6821416981e+01,-1.4173961908e-22,1.8410317927e-22
7.4830879510e-01,-6.0631866362e+05,-1.2402672506e+06,0.0000000000e+00,7.5267144449e+05,1.5396421042e+06,-0.0000000000e+00,3.0943093146e+06,4.8474557631e+07,5.4315477524e+00,1.6824062585e+01,-1.4287385233e-22,1.8355888332e-22
7.4849279038e-01,-6.0234117079e+05,-1.2404555287e+06,0.0000000000e+00,7.4773386719e+05,1.5398758287e+06,-0.0000000000e+00,3.0907838917e+06,4.8539459819e+07,5.4408434340e+00,1.6826713885e+01,-1.4400925182e-22,1.8300720795e-22
7.4867678566e-01,-5.9835772742e+05,-1.2406305031e+06,0.0000000000e+00,7.4278890301e+05,1.5400930383e+06,-0.0000000000e+00,3.0872475926e+06,4.8604608670e+07,5.4501944618e+00,1.6829370917e+01,-1.4514579345e-22,1.8244809994e-22
7.4886078094e-01,-5.9436835744e+05,-1.2407921275e+06,0.0000000000e+00,7.3783658164e+05,1.5402936755e+06,-0.0000000000e+00,3.0837004139e+06,4.8670004895e+07,5.4596011985e+00,1.6832033717e+01,-1.4628345260e-22,1.8188150563e-22
7.4904477622e-01,-5.9037308498e+05,-1.2409403554e+06,0.0000000000e+00,7.3287693308e+05,1.5404776826e+06,-0.0000000000e+00,3.0801423526e+06,4.8735649213e+07,5.4690640102e+00,1.6834702322e+01,-1.4742220416e-22,1.8130737098e-22
7.4922877149e-01,-5.8637193440e+05,-1.2410751403e+06,0.0000000000e+00,7.2790998753e+05,1.5406450018e+06,-0.0000000000e+00,3.0765734055e+06,4.8801542344e+07,5.4785832663e+00,1.6837376768e+01,-1.4856202246e-22,1.8072564150e-22
7.4941276677e-01,-5.8236493026e+05,-1.2411964353e+06,0.0000000000e+00,7.2293577550e+05,1.5407955749e+06,-0.0000000000e+00,3.0729935694e+06,4.8867685016e+07,5.4881593394e+00,1.6840057093e+01,-1.4970288132e-22,1.8013626234e-22
7.4959676205e-01,-5.7835209736e+05,-1.2413041934e+06,0.0000000000e+00,7.1795432775e+05,1.5409293435e+06,-0.0000000000e+00,3.0694028412e+06,4.8934077962e+07,5.4977926059e+00,1.6842743335e+01,-1.5084475399e-22,1.7953917817e-22
7.4978075733e-01,-5.7433346067e+05,-1.2413983673e+06,0.0000000000e+00,7.1296567532e+05,1.5410462491e+06,-0.0000000000e+00,3.0658012181e+06,4.9000721920e+07,5.5074834453e+00,1.6845435530e+01,-1.5198761320e-22,1.7893433329e-22
7.4996475260e-01,-5.7030904544e+05,-1.2414789096e+06,0.0000000000e+00,7.0796984951e+05,1.5411462326e+06,-0.0000000000e+00,3.0621886969e+06,4.9067617633e+07,5.5172322407e+00,1.6848133716e+01,-1.5313143110e-22,1.7832167156e-22
7.5014874788e-01,-5.6627887710e+05,-1.2415457726e+06,0.0000000000e+00,7.0296688191e+05,1.5412292350e+06,-0.0000000000e+00,3.0585652747e+06,4.9134765851e+07,5.5270393788e+00,1.6850837933e+01,-1.5427617926e-22,1.7770113642e-22
7.5033274316e-01,-5.6224298132e+05,-1.2415989085e+06,0.0000000000e+00,6.9795680439e+05,1.5412951967e+06,-0.0000000000e+00,3.0549309486e+06,4.9202167327e+07,5.5369052498e+00,1.6853548217e+01,-1.5542182868e-22,1.7707267088e-22
7.5051673844e-01,-5.5820138400e+05,-1.2416382691e+06,0.0000000000e+00,6.9293964910e+05,1.5413440582e+06,-0.0000000000e+00,3.0512857158e+06,4.9269822822e+07,5.5468302474e+00,1.6856264609e+01,-1.5656834977e-22,1.7643621753e-22
7.5070073372e-01,-5.5415411127e+05,-1.2416638063e+06,0.0000000000e+00,6.8791544847e+05,1.5413757595e+06,-0.0000000000e+00,3.0476295733e+06,4.9337733102e+07,5.5568147692e+00,1.6858987147e+01,-1.5771571234e-22,1.7579171854e-22
7.5088472899e-01,-5.5010118950e+05,-1.2416754715e+06,0.0000000000e+00,6.8288423524e+05,1.5413902405e+06,-0.0000000000e+00,3.0439625186e+06,4.9405898936e+07,5.5668592160e+00,1.6861715871e+01,-1.5886388558e-22,1.7513911563e-22
